doc_id,terms
6136,Kategória:Úmrtia v 1113,"['úmrtie', 'rok', 'commonscat', 'deaths']"
9807,1354,"['rok', 'udalosť', 'luxembursko', 'povýšiť', 'karol', 'svätý', 'rímsky', 'ríša', 'karnúť', 'iv', 'vojvodstvo', 'narodenie', 'karnúť', 'ii', 'karnúť', 'ii', 'neapolský', 'uhorský', 'kráľ', 'bayezid', 'osmanský', 'sultán', 'knieža', 'valašský', 'kniežatstvo', 'lt', 'úmrtie', 'gt', 'kategória', 'kategória', 'rok']"
7216,Atomizmus,"['atomizmus', 'grc', 'ἄτομον', 'nedeliteľný', 'neviditeľný', 'atomon', 'filozofický', 'smer', 'diať', 'pozostávať', 'hra', 'ató', 'spájaní', 'oddeľovanie', 'usporiadavanie', 'presun', 'priťahovanie', 'vzájomný', 'odrážanie', 'atómy', 'častica', 'pozostávať', 'látka', 'predmet', 'súčasť', 'väčší', 'časť', 'molekúť', 'prvý', 'filozof', 'oblasť', 'atomizmus', 'démokritos', 'abdér', 'citácia', 'harvard', 'priezvisko', 'eisler', 'meno', 'eisler', 'rok', 'titúť', 'handwörterbu', 'der', 'philosophie', 'berlin', 'vydavateľ', 'mittler', 'strana', 'citácia', 'harvard', 'heslo', 'atomizmus', 'urlhesť', 'piaček', 'menoeditor', 'kravčík', 'menoeditor', 'miloš', 'rok', 'titúť', 'filit', 'filit', 'otvorený', 'filozofický', 'encyklopédie', 'dielo', 'verzia', 'bratislava', 'vydavateľ', 'fakulta', 'matematika', 'fyzika', 'informatika', 'univerzita', 'komenského', 'bratislava', 'univerzitať', 'komenského', 'bratislava', 'fakulta', 'matematika', 'fyzika', 'informatika', 'katedra', 'aplikovaný', 'informatika', 'lt', 'gt', 'referencia', 'referencia', 'filozofický', 'výhonok', 'kategória', 'filozofický', 'smer']"
5902,Kategória:Narodenia v 1285,"['narodenie', 'rok', 'commonscat']"
8670,31. august,"['august', 'deň', 'rok', 'prvý', 'meno', 'posledný', 'deň', 'liturgický', 'rok', 'liturgický', 'rok', 'gréckokatolícky', 'cirkev', 'pravoslávny', 'cirkev', 'východný', 'európa', 'pravoslávný', 'cirkev', 'udalosť', 'anglicko', 'stať', 'mesačný', 'kráľo', 'anglicko', 'zavraždený', 'mar', 'ann', 'nicholsový', 'prvý', 'známy', 'obeť', 'londýnsky', 'vraha', 'jack', 'rozparovač', 'jack', 'rozparovača', 'uskutočniť', 'fingovaný', 'prepadnutie', 'vysielača', 'gliwicie', 'poslúžiť', 'zámienka', 'hitler', 'hitler', 'inváziť', 'útok', 'nasledujúci', 'deň', 'trinidad', 'tobago', 'získať', 'nezávislosť', 'program', 'apolť', 'astronaut', 'scott', 'stať', 'prvý', 'človek', 'riadiť', 'vozidlo', 'mesačný', 'povrch', 'stať', 'misie', 'apollo', 'kirgizsko', 'vyhlásiť', 'nezávislosť', 'sovietsky', 'zväz', 'sovietsky', 'zväz', 'zahraničí', 'zavlečenie', 'michať', 'kováča', 'mť', 'unesený', 'syn', 'prezident', 'michal', 'kováč', 'ml', 'začať', 'vysielať', 'slovenský', 'súkromný', 'televízia', 'tv', 'severný', 'kóreum', 'vypustiť', 'prvý', 'umelý', 'družica', 'kwangmyongsong', 'začať', 'vysielať', 'slovenský', 'súkromný', 'televízia', 'tv', 'doma', 'narodenie', 'súbor', 'morrison', 'súbor', 'richard', 'th', 'venici', 'film', 'festival', 'jpg', 'thumb', 'upright', 'richard', 'súbor', 'debbie', 'jpg', 'thumb', 'debbie', 'gibson', 'súbor', 'marcieť', 'merciak', 'kristalov', 'kridlo', 'thumb', 'upright', 'marcieť', 'merčiak', 'gaius', 'caligúť', 'rímsky', 'cisár', 'danlo', 'adam', 'veleslavíno', 'český', 'spisovateľ', 'vydavateľ', 'hermann', 'von', 'helmholtz', 'nemecký', 'fyziológ', 'matematik', 'fyzik', 'njea', 'maria', 'nstepha', 'francúzska', 'astronó', 'alma', 'mahlerový', 'rakúsko', 'spisovateľky', 'heinri', 'tietza', 'rakúsky', 'matematik', 'kazimír', 'bezek', 'slovenský', 'spisovateľ', 'willie', 'nsaroya', 'americký', 'spisovateľ', 'fejtő', 'maďarsko', 'francúzsky', 'historik', 'novinár', 'publicista', 'hecht', 'slovenský', 'tenista', 'bernard', 'lovelť', 'britský', 'fyzik', 'rádioastronó', 'robert', 'hanbury', 'britský', 'astronó', 'vladimír', 'slovenský', 'lekár', 'gynekológ', 'americký', 'herec', 'arthur', 'béliveaa', 'hokejista', 'jarmiť', 'vašicový', 'slovenský', 'operný', 'speváčka', 'morrison', 'írsky', 'hudobník', 'ivanovič', 'pop', 'sovietsky', 'kozmonaut', 'schenker', 'nemecký', 'hudobník', 'richard', 'americký', 'herec', 'hugh', 'politzer', 'americký', 'teoretický', 'fyzik', 'zoznam', 'nositeľ', 'nobelový', 'cena', 'fyzika', 'nobelový', 'cena', 'kiť', 'kashkashianový', 'americký', 'violistok', 'robert', 'nkočarja', 'arménsky', 'prezident', 'máriť', 'balážový', 'slovenský', 'maliarka', 'cchaj', 'jing', 'taiwanský', 'právnička', 'pedagogička', 'politička', 'súčasný', 'prezidentka', 'slovenský', 'politik', 'diplomat', 'habart', 'wittlinger', 'slovenský', 'hokejista', 'debbí', 'americký', 'speváčka', 'tereza', 'maxový', 'český', 'modelka', 'miroslav', 'hlinka', 'miroslav', 'hlinka', 'slovenský', 'hokejista', 'scott', 'niedermayer', 'kanadský', 'hokejista', 'medvedev', 'ukrajinský', 'tenista', 'marcieť', 'merčiak', 'slovenský', 'športový', 'komentátor', 'radek', 'martínek', 'český', 'hokejista', 'konstantin', 'gorovik', 'ruský', 'hokejový', 'útočník', 'josý', 'manuel', 'reina', 'španielsky', 'futbalový', 'brankár', 'kesler', 'americký', 'hokejista', 'ligeta', 'americký', 'lyžiar', 'ondřý', 'pavelec', 'český', 'hokejový', 'brankár', 'úmrtie', 'súbor', 'международная', 'леонардо', 'премия', 'jpg', 'thumb', 'upright', 'diany', 'frances', 'mountbattenový', 'windsorový', 'lad', 'diany', 'súbor', 'lauren', 'systèť', 'jpg', 'thumb', 'upright', 'lauren', 'lindisfarny', 'írska', 'misionár', 'svätec', 'theodor', 'storočie', 'theodora', 'byzantský', 'cisárovný', 'henri', 'anglicko', 'anglický', 'kráľ', 'matthas', 'nemecký', 'maliar', 'vilé', 'rožmberka', 'český', 'šľachtic', 'charles', 'baudelair', 'francúzsky', 'básnik', 'georg', 'frobenius', 'nemecký', 'matematik', 'marina', 'ivanovna', 'cvetajevový', 'ruský', 'poetka', 'prekladateľky', 'esejistok', 'nstefa', 'bana', 'poľsko', 'ukrajinský', 'matematik', 'alexander', 'kunošiť', 'slovenský', 'právnik', 'publicista', 'diplomat', 'georges', 'braquy', 'francúzska', 'maliar', 'zakladateľov', 'kubizmus', 'ilie', 'grigorievič', 'erenburg', 'ruský', 'spisovateľ', 'rocka', 'marciano', 'americký', 'boxer', 'řanda', 'český', 'herec', 'diany', 'frances', 'mountbattenovo', 'windsorový', 'lad', 'diany', 'princezná', 'waleský', 'martin', 'americký', 'chemik', 'iosifovič', 'samson', 'ruský', 'filmový', 'režisér', 'pavieť', 'tigrid', 'český', 'spisovateľ', 'publicista', 'politik', 'rotblat', 'britský', 'fyzik', 'zoznam', 'nositeľ', 'nobelový', 'cena', 'mier', 'nobelový', 'cena', 'mier', 'nmila', 'labuda', 'slovenský', 'virológ', 'lauren', 'francúzsky', 'cyklista', 'belak', 'hokejista', 'valeriť', 'iľjič', 'roždestvenskij', 'sovietsky', 'kozmonaut', 'ruský', 'národnosť', 'sergý', 'leonidovič', 'sokol', 'sovietsky', 'vojvodca', 'maršať', 'sovietsky', 'zväz', 'minister', 'obrana', 'zssr', 'frost', 'anglický', 'novinár', 'televízny', 'moderátor', 'viera', 'strniskový', 'slovenský', 'herečka', 'nmila', 'karabina', 'slovenský', 'sudci', 'predseda', 'najvyšší', 'súd', 'súdny', 'rad', 'vladimír', 'balco', 'slovenský', 'režisér', 'scenárista', 'luig', 'cavalť', 'sforza', 'taliansky', 'populačný', 'genetik', 'mesiaci', 'kategória', 'august', 'kategória', 'august', 'kategória', 'deň']"
12401,809,"['rok', 'lt', 'udalosť', 'gt', 'lt', 'narodenie', 'gt', 'úmrtie', 'hárún', 'piaty', 'kalíf', 'abbásovec', 'abbásovský', 'dynastie', 'kategória', 'kategória', 'rok']"
9345,Juhoslávia,"['súbor', 'histor', 'of', 'yugoslavie', 'svg', 'right', 'vývoj', 'juhoslávedieť', 'juhoslávie', 'juhoslovanský', 'jazyk', 'juhoslovanský', 'jazyk', 'juhoslávie', 'quot', 'termín', 'používaný', 'rôzny', 'politický', 'útvar', 'existovať', 'väčšina', 'storočie', 'storočie', 'dejiny', 'priamy', 'predchodec', 'juhoslávedieť', 'kráľovstvo', 'vytvorený', 'rok', 'rámec', 'rozpad', 'rakúsko', 'názov', 'kráľovstvo', 'srb', 'chorvát', 'slovinec', 'juhoslovanský', 'kráľovstvo', 'hlavný', 'článok', 'juhoslovanský', 'kráľovstvo', 'fil', 'stjepan', 'stev', 'filipović', 'thumb', 'right', 'upright', 'partizán', 'filipović', 'kričať', 'smrť', 'fašizmus', 'sloboda', 'človek', 'krátko', 'popravý', 'kráľovstvo', 'srb', 'chorvát', 'slovinec', 'deň', 'október', 'október', 'premenovať', 'juhoslávia', 'dlhý', 'tvar', 'juhoslovanský', 'kráľovstvo', 'kraljevina', 'štát', 'rozdelený', 'bánoviny', 'banát', 'drávsko', 'bánovina', 'neskorý', 'slovinsko', 'sávsky', 'bánovina', 'vrbaský', 'bánovina', 'prímorský', 'bánovina', 'drinský', 'bánovina', 'zetský', 'bánovina', 'dunajský', 'bánovina', 'moravský', 'bánovina', 'vardarský', 'bánovina', 'neskorý', 'macedónsko', 'rok', 'približne', 'sávský', 'bánovina', 'prímorský', 'bánovina', 'vytvorený', 'autonómna', 'chorvátsko', 'bánovin', 'juhoslávie', 'zaniknúť', 'rok', 'dobyť', 'štáty', 'berlín', 'rí', 'tokio', 'juhosláviť', 'hlavný', 'článok', 'juhoslávie', 'prestávky', 'začiatok', 'druhý', 'svetový', 'vojna', 'druhý', 'svetový', 'vojna', 'vzniknúť', 'koniec', 'vojna', 'rok', 'fakticky', 'skončeniť', 'vojna', 'rok', 'nový', 'juhoslávie', 'dlhý', 'tvar', 'názov', 'znieť', 'demokratický', 'federatívny', 'juhoslávie', 'demokratsko', 'federativna', 'hlavný', 'myšlienka', 'štát', 'komunizmus', 'komunistický', 'štátny', 'zriadenie', 'sformulovaný', 'zjazd', 'síť', 'jajci', 'rok', 'roka', 'republika', 'premenovaný', 'juhoslovanský', 'federatívna', 'ľudový', 'republika', 'federativna', 'naroden', 'republika', 'apríl', 'juhoslovanský', 'socialistický', 'federatívny', 'republika', 'socijalistička', 'federativny', 'republika', 'jugoslavi', 'sfrj', 'útvar', 'skladať', 'federatívny', 'republika', 'slovinský', 'socialistický', 'republika', 'chorvátsko', 'socialistický', 'republika', 'socialistický', 'republika', 'bosny', 'hercegovina', 'čiernohorský', 'socialistický', 'republika', 'macedónsko', 'socialistický', 'republika', 'územý', 'srbsko', 'autonómna', 'krať', 'pokrajina', 'vojvodinský', 'socialistický', 'autonómna', 'krať', 'kosovský', 'socialistický', 'autonómna', 'kraj', 'štát', 'zaniknúť', 'resp', 'výrazne', 'územne', 'zmenšiť', 'rok', 'postupne', 'odtrhnúť', 'uvedený', 'federatívny', 'republika', 'chorvátsko', 'bosny', 'hercegovina', 'severný', 'macedónsko', 'zvyšný', 'republika', 'srbsko', 'čierny', 'hora', 'spolu', 'vytvoriť', 'federatívny', 'štát', 'názov', 'juhoslovanský', 'zväzový', 'republika', 'juhoslovanský', 'zväzový', 'republika', 'súbor', 'breakup', 'yugoslavie', 'try', 'rozpad', 'juhoslávedieť', 'hlavný', 'článok', 'juhoslovanský', 'zväzový', 'republika', 'treť', 'územne', 'zmenšený', 'juhoslávia', 'srbsko', 'čierny', 'hora', 'rok', 'juhoslovanský', 'zväzový', 'republika', 'zaniknúť', 'február', 'reformovaný', 'výstižna', 'premenovaný', 'srbsko', 'čierny', 'hora', 'nástupnícka', 'štát', 'rozsah', 'rok', 'dnešný', 'štát', 'bosny', 'hercegovina', 'eú', 'júl', 'severný', 'macedónsko', 'uchádza', 'vstup', 'eú', 'rok', 'slovinsko', 'člen', 'eú', 'máj', 'spolu', 'slovensko', 'čiern', 'hora', 'vyhlásiť', 'nezávislosť', 'srbsko', 'srbský', 'kosovo', 'odtrhnúť', 'srbsko', 'srbský', 'vyhlásenie', 'samostatnosť', 'kosovský', 'parlament', 'február', 'zaujímavosť', 'milorad', 'protić', 'objaviť', 'yugoslavie', 'pomenovať', 'prvý', 'pozrieť', 'dejiny', 'symbol', 'juhoslávie', 'projekt', 'projekt', 'commonscat', 'yugoslavie', 'socialistický', 'republika', 'autonómna', 'oblasť', 'socialistický', 'federatívný', 'republika', 'kategória', 'juhoslávie', 'kategória', 'dejiny', 'srbský', 'kategória', 'dejiny', 'čierny', 'hora', 'kategória', 'dejiny', 'bosny', 'hercegovina', 'kategória', 'dejiny', 'kategória', 'dejiny', 'severný', 'macedónsko', 'kategória', 'dejiny', 'slovinsko', 'kategória', 'dejiny', 'kategória', 'zaniknutý', 'štát', 'kategória', 'zaniknutý', 'štát', 'európy', 'kategória', 'zaniknutý', 'štát', 'balkánský', 'polostrov']"
5878,Kategória:Narodenia v 1239,"['narodenie', 'rok', 'commonscat']"
9602,1534,"['rok', 'udalosť', 'viia', 'vydať', 'supremačný', 'akt', 'stať', 'hlava', 'anglikánsky', 'cirkev', 'chur', 'of', 'england', 'anglikánský', 'cirkev', 'ignác', 'loyoly', 'založiť', 'spoločnosť', 'ježišov', 'jezuitský', 'rád', 'francúz', 'cartrum', 'začať', 'prieskum', 'kanada', 'kanada', 'narodenie', 'júť', 'frederik', 'ii', 'dánsko', 'frederik', 'ii', 'dánska', 'nórsky', 'kráľ', 'november', 'eleonórum', 'habsburský', 'eleonórum', 'habsburský', 'mantovský', 'vojvodkyňa', 'úmrtie', 'johannes', 'aventinus', 'nemecký', 'humanistický', 'historik', 'marec', 'antonio', 'allegri', 'da', 'correggio', 'taliansky', 'renesančný', 'maliar', 'parmský', 'škola', 'september', 'klement', 'vii', 'klement', 'vii', 'kategóriť', 'kategória', 'rok']"
9673,1414,"['rok', 'udalosť', 'začať', 'koncil', 'vyriešiť', 'tristný', 'prípad', 'katolícky', 'církev', 'trojpápežstv', 'narodenie', 'júť', 'sixtus', 'iv', 'úmrtie', 'stibor', 'stiborica', 'uhorský', 'šľachtic', 'poľský', 'pôvod', 'pán', 'beckovský', 'hrad', 'vojvoda', 'sedmohradský', 'kategória', 'kategória', 'rok']"
2576,Kategória:20. roky 1. storočia,"['catmora', 'rok', 'storočie', 'udalosť', 'rok', 'commonscat', 'kategória', 'storočie', 'rok']"
9671,1412,"['rok', 'lt', 'udalosť', 'gt', 'narodenie', 'johanka', 'ark', 'aba', 'chajr', 'uzbecký', 'chán', 'úmrtie', 'október', 'margaréta', 'margaréta', 'dánsko', 'švédsko', 'vládkyňať', 'kategória', 'kategória', 'rok']"
8356,Kategória:Talianski filmoví herci,"['commonscat', 'fil', 'fr', 'italý', 'kategóriť', 'taliansky', 'herec', 'filmový', 'kategória', 'talianske', 'osobný', 'film', 'herec', 'filmový', 'herec', 'štát']"
2662,Tunel Žilina,"['geobox', 'nať', 'tunel', 'žilina', 'native_nať', 'other_nama', 'categor', 'diaľničný', 'tunel', 'lt', 'image', 'gt', 'image', 'tunieť', 'zilin', 'jpg', 'image_siza', 'východný', 'portál', 'tunieť', 'lt', 'names', 'gt', 'official_nať', 'etymology_typy', 'etymologa', 'nicknať', 'flag_siza', 'symbol', 'symbol_siza', 'lt', 'country', 'gt', 'country', 'slovensko', 'true', 'stať', 'state_flag', 'region_typ', 'kraj', 'region', 'žilinský', 'kraj', 'municipalita', 'okres', 'okres', 'lt', 'famila', 'gt', 'parent_typať', 'diaľnica', 'road', 'road_note', 'hričovský', 'podhradie', 'lietavský', 'lúčka', 'road', 'road', 'road', 'cit', 'landmark', 'river', 'river_typať', 'river', 'river', 'lat_', 'lat_ns', 'long_', 'long_s', 'length_imperiať', 'length_typy', 'dĺžka', 'length', 'length', 'length', 'length', 'length', 'length', 'length', 'width_imperiať', 'width_note', 'width_typy', 'width', 'width', 'number', 'number_typať', 'počet', 'tubusov', 'height', 'height_typy', 'height', 'height', 'height', 'depth_imperiať', 'volume_imperiať', 'area_imperiať', 'lt', 'features', 'gt', 'style', 'style_typ', 'materiať', 'author_typ', 'author', 'lt', 'histor', 'management', 'gt', 'začiatok', 'výstavba', 'február', 'február', 'dátum', 'prerazenie', 'december', 'december', 'otvorenie', 'január', 'január', 'management_typ', 'management', 'lt', 'codes', 'gt', 'code_typ', 'code_labieť', 'cod', 'lt', 'gt', 'public', 'visitation_dať', 'access_typ', 'lt', 'map', 'gt', 'map', 'slovakia', 'outline', 'map', 'svg', 'map_background', 'slovakia', 'map', 'png', 'map_caption', 'poloha', 'tunieť', 'rámec', 'slovenský', 'map_locator', 'map', 'region', 'outline', 'map', 'map', 'region', 'map', 'png', 'map', 'poloha', 'rámec', 'žilinský', 'kraj', 'map', 'žilinský', 'kraj', 'footnotes', 'gt', 'footnotes', 'tunieť', 'žilina', 'diaľničný', 'dvojrúrový', 'tunel', 'dĺžka', 'nachádzať', 'diaľnica', 'diaľnica', 'hričovský', 'podhradie', 'lietavský', 'lúčka', 'okres', 'žilin', 'okresa', 'žilin', 'lt', 'nať', 'quot', 'ndszaciatok', 'quot', 'gt', 'citácia', 'elektronický', 'dokument', 'meno', 'odkaz', 'autor', 'titúť', 'metrový', 'url', 'dátu', 'vydanie', 'dátu', 'aktualizácia', 'dátu', 'prístup', 'národný', 'diaľničný', 'spoločnosť', 'jazyk', 'lt', 'gt', 'zmluv', 'výstavba', 'podpísaný', 'december', 'december', 'samotný', 'výstavba', 'oficiálne', 'začať', 'február', 'februára', 'tunieť', 'súčasť', 'diaľničný', 'obchvata', 'mesto', 'žilin', 'slávnostný', 'začiatok', 'razenie', 'tunieť', 'osadenie', 'soška', 'barbor', 'uskutočniť', 'deň', 'november', 'november', 'portáť', 'lt', 'ref', 'nať', 'quot', 'quot', 'gt', 'vplyv', 'nepriaznivý', 'geologický', 'podmienka', 'niekoľkokrát', 'prepadnutý', 'stropa', 'trvať', 'proces', 'raziaci', 'práca', 'podstatne', 'dlho', 'pôvodnúť', 'plánovaný', 'lt', 'ref', 'gt', 'tunieť', 'žilina', 'opäť', 'prepadnúť', 'strop', 'žilinský', 'diaľnica', 'dostupný', 'onlin', 'tunieť', 'slávnostne', 'prerazený', 'december', 'december', 'zmysel', 'zmluva', 'tunieť', 'sprejazdnený', 'rok', 'došť', 'pomalý', 'priebeh', 'práca', 'nový', 'termín', 'sprejazdnenie', 'dodržaný', 'diaľničný', 'úsek', 'tunieť', 'súčasť', 'možný', 'včas', 'prepojiť', 'existujúca', 'cestný', 'sieť', 'chýbajúci', 'privádzač', 'lietavský', 'lúčka', 'sprejazdnenie', 'možný', 'dokončený', 'privádzača', 'výjazda', 'lietavský', 'lúčka', 'tunieť', 'plný', 'profil', 'slávnostne', 'odovzdaný', 'definitívny', 'užívanie', 'január', 'citácia', 'elektronický', 'dokument', 'titúť', 'dz', 'centrálny', 'register', 'zmlúv', 'url', 'prístup', 'lt', 'ref', 'gt', 'referencia', 'referencia', 'portáť', 'žilina', 'žilinský', 'cestný', 'tunel', 'slovensko', 'diaľnica', 'výhonok', 'dopravný', 'stavba', 'kategória', 'cestný', 'tunel', 'slovensko', 'žilin', 'kategória', 'diaľnica', 'kategória', 'doprava', 'okresa', 'žilina']"
4275,Kategória:Sečovce,"['súradnica', 'catmora', 'sečovci', 'commonscat', 'sečovci', 'kategória', 'okres', 'trebišov', 'kategória', 'mestý', 'slovensko']"
7295,Orientalistika,"['orientalistika', 'veda', 'skúmajúci', 'dôležitý', 'aspekt', 'spoločenský', 'kultúrny', 'vývin', 'ázia', 'ázijský', 'afrik', 'africký', 'národ', 'prvý', 'odbor', 'slovensko', 'slovensko', 'hebraistika', 'turecký', 'invázia', 'rozvinúť', 'turkológí', 'odbor', 'orientalistika', 'orientalistika', 'obsahovať', 'odbor', 'arabistika', 'arábie', 'egyptológia', 'egypt', 'hebraistika', 'izraieť', 'indológia', 'indie', 'iránistika', 'irana', 'japanológia', 'sinológia', 'čína', 'turkológia', 'turecko', 'externý', 'odkaz', 'filit', 'pôvodne', 'čerpať', 'článok', 'lt', 'quot', 'margin', 'úť', 'gt', 'výhonok', 'lt', 'gt', 'kategória', 'orientalistika', 'kategória', 'spoločenský', 'veda']"
